,id,name,description,genre,category,venue,address,date,time,url,artist,price
188,191,«?????????? ???????»: ???? ????????? & The No Smoking Orchestra,"The triumphant end of the concert activity of the legendary director Emir Kusturica!
 
March 13, 2023 at 19:00 on the stage of the Moscow International House of Music Emir Kusturica and The No Smoking Orchestra will perform in Moscow for the last time. ",rock,Music,??? ??????,,13 ????? ? 19:00,,https://www.afisha.ru/concert/2115238,,
189,192,??????? ??????: ???? ???????,Oleg Pogudin directed all his skills and academic musical education to the performance of Russian romances. At the heart of his repertoire is the figure of Vertinsky and songs that have already become folk. Pogudin performs them in a polished 'high' style,classical_music,Music,???? ?????? ?????????,,27 ?????? ? 19:00,,https://www.afisha.ru/concert/2160705,,
190,193,???????? ???????,"The legend of Russian rock and roll, People's Artist of Russia VLADIMIR KUZMIN and the group 'Dynamik', February 28, 2023 in the club '16 Tons' on Presnya, will perform their imperishable hits and new compositions!
 
Vladimir Kuzmin is a legendary music",rock,Music,16 ????,,28 ??????? ? 20:00,,https://www.afisha.ru/concert/2125547,,
191,194,"??????????? ?????????. ????????, ??????? ? ?????","The program includes: music from the repertoire of the great French chansonnier singers Edith Piaf, Yves Montand, Charles Aznavour, Michel Legrand, compositions by masters of different eras - Lully, Daquin, Chabrier, Reinhardt, Cosmas


Together with t",classical_music,Music,??? ??????,,27 ??????? ? 19:00,,https://www.afisha.ru/concert/2153489,,
192,195,?????? ????????: ????,"CHAIF's traditional concert 'Winter Acoustics' returns to its fans after a long pause due to the pandemic and the anniversary tour.

This year, acoustics was given the name 'Following'. During the concert CHAIF will tell his story of roads and waiting ro",rock,Music,Crocus City Hall,,25 ??????? ? 19:00,,https://www.afisha.ru/concert/2157025,,
193,196,????? ??????. ?????????,"Moscow Symphony Orchestra 'Russian Philharmonic', chief conductor - Fabio Mastrangelo.
Conductor - Fabio Mastrangelo, Ekaterina Mechetina (piano).
 
“I think that if you give the title of Ravel's life, it will be “Love for Perfection,” said the compose",classical_music,Music,??????? ??? ?????????????,,10 ??????? ? 19:00,,https://www.afisha.ru/concert/2159377,,
194,197,XX ??? ??????: ???????,"It was a long journey of twenty years, which led the group through all the thorns that fall to the lot of musicians - doubts and losses, creative differences and line-up changes. One thing remained unchanged - fidelity to style and the desire to conquer p",rock,Music,Crocus City Hall,,24 ????? ? 20:00,,https://www.afisha.ru/concert/2157772,,
195,198,????-??? ?? ???? ? ??????? Opera XXI. ??????????????? ????????????? ? ???-???????,"The legendary musical 'Notre Dame de Paris' is back in the hall of the Anglican Cathedral.
The masterpiece of Riccardo Coccante and Luc Plamondon was created based on the novel by Victor Hugo 'Notre Dame Cathedral'. The production premiered in Paris in 1",classical_music,Music,???????????? ??????? ??????? ??????,,17 ??????? ? 20:00,,https://www.afisha.ru/concert/2150515,,
196,199,???????? ??????? ? «???????»,"Even at school, the concerts of Kuzmin and his teenage rock band were particularly successful. At these concerts, covers of hits by the Beatles, Led Zeppelin, Rolling Stones and other English-speaking bands were performed. Having entered the music school,",rock,Music,???? ????????????,,??????? - ??????,,https://www.afisha.ru/concert/2149836,,
197,200,«?????????? ????????????»: ???????? ??????????,See alsoAcapella Sakartvelo,classical_music,Music,??? ??????,,4 ????? ? 19:00,,https://www.afisha.ru/concert/2118289,,
198,201,Wildways,"The Bryansk metalcore band Wildways is the standard of professionalism in everything. Well-produced clips, tracks mixed according to world standards, glossy photosets - this is about them. Whether the sincerity and youthful aggression inherent in the genr",rock,Music,Atmosphere,,27 ??? ? 19:00,,https://www.afisha.ru/concert/2155150,,
199,202,??? ??????? ????. ????? VI ??????? ? ?????? II,"Collegium Musicum continues the grandiose project, in which all
Bach's cantatas are played on historical instruments in the space of the cathedral
with comments by the greatest connoisseur of sacred music Roman Nasonov.
Cantatas based on the theme of t",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,??????? - ????,,https://www.afisha.ru/concert/2150322,,
200,203,?????????? ??????????,"Konstantin Nikolsky is one of the key Russian performers of father-rock. This is how you can freely translate the American concept of dad rock, which has been used for more than a year to designate rock music that has abandoned rebellion in favor of prett",rock,Music,???? ????????????,,???????  ????  ??????,,https://www.afisha.ru/concert/2149838,,
201,204,?.?????. ???????? ? ????????. ??????? Musica viva,"How should Haydn be played today? Classical or authentic? Is it possible to flexibly combine both principles? The answer can be obtained at the concert of the world-famous cellist, pianist and conductor Alexander Rudin and the Musica Viva orchestra led by",classical_music,Music,??? ??????,,23 ????? ? 19:00,,https://www.afisha.ru/concert/2149877,,
202,205,???? ??????,"Nike Borzov became one of the main hitmakers of 2000 - after the release of the album 'Superman', his relaxed and witty songs 'Horse' and 'Three Words' got into massive rotation. All-Russian fame turned out to be a bright episode in the artist's career, b",rock,Music,Lustra Bar,,5 ????? ? 20:00,,https://www.afisha.ru/concert/2159047,,
203,206,«????????????? ??????? ??????????? ? ???????????»,Luzhkov monument to classical music,classical_music,Music,??? ??????,,17 ????? ? 19:00,,https://www.afisha.ru/concert/2120969,,
204,207,????? ?????,"The rock music of the early 2000s definitely had its own charisma - nervous, cold, desperate. One of its collective examples was, for example, the soundtrack to the film by Alexei Balabanov 'Brother-2'. It was then that Semantic Hallucinations, Bi-2, Sans",rock,Music,1930 Moscow,,9 ?????? ? 20:00,,https://www.afisha.ru/concert/2160063,,
205,208,«??????????. ?????? ??????? ? ????? ????????»,"Moscow Symphony Orchestra 'Russian Philharmonic'
Soloist - Philip Kopachevsky, piano
Conductor — Sergey Tararin

Chaikovsky. Symphony No. 5 in E minor, Op. 64
Piano Concerto No. 1 in B flat minor, Op. 23.",classical_music,Music,??? ??????,,29 ?????? ? 19:00,,https://www.afisha.ru/concert/2111148,,
206,209,???? ? ????????????? ?????????,"Rave music is increasingly infecting other styles - the well-deserved alternative team 'Slot' has already released the disc '200 kW' with the active use of energetic beats and powerful electronic hum. However, the core of their work is still simple melodi",rock,Music,Crocus City Hall,,12 ??? ? 20:00,,https://www.afisha.ru/concert/2160899,,
207,210,"«??????????»: ???? ? ???????? ????????, ????? ??????",See alsoNPR,classical_music,Music,??? ??????,,26 ?????? ? 19:00,,https://www.afisha.ru/concert/2116808,,
208,211,????,"At the end of the 2000s, Mara got into the rotation of Nashe Radio as a strong and independent woman with a guitar - about this was her breakthrough hit 'Cold Men'. For the next decade, the singer was in search of her identity, in order to eventually come",rock,Music,16 ????,,4 ??????? ? 21:00,,https://www.afisha.ru/concert/2161493,,
209,212,Concord orchestra. ?????????? ??? ??????????? ??? ??????? ???????,Strauss's music is so beautiful and harmonious that you want to listen to it again and again. The New Year's show 'Johann Strauss' SNOW-WHITE BALL' will help you to make sure of this. This is an amazing event filled with luxurious music of the waltz king ,classical_music,Music,????????,,24 ? 23 ???????,,https://www.afisha.ru/concert/2132619,,
210,213,?????? ????,"The main storytellers of the country 'Brothers Grim' again on the stage of Mumiy Troll Music Bar - February 4! The group is almost a quarter of a century old! However, this circumstance does not prevent the team from releasing their famous radiant fairy t",rock,Music,????? ?????? Music Bar,,11 ??????? ? 20:00,,https://www.afisha.ru/concert/2161636,,
211,214,??????? ???? ????? ? ???????. ??????? ?????,"Two popular genres of vocal music will merge in one concert. You will hear world operatic masterpieces and legendary Broadway hits.
The music of the greatest composers accompanied by the organ and the incomparable acoustics of our hall will allow you to ",classical_music,Music,???????????? ??????? ??????? ??????,,26 ??????? ? 19:00,,https://www.afisha.ru/concert/2150430,,
212,215,????????. ??????? ????,"Vivaldi. The Seasons The world-famous works by Vivaldi, Tchaikovsky, Mozart, Brahms and other great composers will be performed by the Olympic Orchestra in the darkness of the concert hall, where live and colorful pictures on the water will be projected a",classical_music,Music,??? ????,,?????? - ??????,,https://www.afisha.ru/concert/2150577,,
213,216,??? & Co,"For almost 30 years now, every concert of Chizh & Co has been held in one breath. Amazing songs that have stood the test of time are still sung along by the whole audience. On March 7 and 8, Chizh and So will perform in the very center of the capital on t",rock,Music,???????? Hall,,7 ? 8 ?????,,https://www.afisha.ru/concert/2161677,,
214,217,??? ????????. HighTime Orchestra. ??????? ? ?????????,"Full immersion in the fabulous atmosphere of the worlds of the famous Japanese director-animator Hayao Miyazaki!
 
'Howl's Moving Castle', 'Nausicaä from the Valley of the Wind', 'Spirited Away', 'My Neighbor Totoro' - you will hear magical music from t",classical_music,Music,???????? ?14 «???????????»,,11 ??????? ? 12 ?????,,https://www.afisha.ru/concert/2149764,,
215,218,?????????? ??????????,"Konstantin Nikolsky will sing for you: “About the unfortunate and happy, about good and evil” at his solo concert. Nikolsky is not only a singer and guitarist, but also the author of many songs that are included in the golden fund of Russian rock culture,",rock,Music,Glastonberry,,7 ????? ? 20:00,,https://www.afisha.ru/concert/2159187,,
216,219,??????. ???????. ?????? ???????!,"Only at concerts of Collegium Musicum in Moscow you can hear
the greatest masterpiece of Mozart under the vaults of the cathedral, performed by magnificent
soloists, choir and symphony orchestra. One of the most loved and
frequently performed pieces of",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,29 ?????? ? 25 ?????,,https://www.afisha.ru/concert/2150401,,
217,220,???????? ? ????????????? ?????????: ??????????. ??????,Famous rock musician Alexei Gorshenev and his eponymous project 'Gorshenev' will present a unique show in the spring of 2023 - for the first time the hits of the cult group 'Kukryniksy' will be performed accompanied by a symphony orchestra. The concert wi,rock,Music,Crocus City Hall,,19 ??? ? 20:00,,https://www.afisha.ru/concert/2161573,,
218,221,«??????? ????? ?????????»,"Ennio Morricone is a recognized classic of world cinema, he has worked with many outstanding directors - from Sergio Leone and Pier Paolo Pasolini to Quentin Tarantino. His most famous work is, of course, the main theme of the Once Upon a Time in America ",classical_music,Music,??? ??????,,2 ??????? ? 19:00,,https://www.afisha.ru/concert/2034624,,
219,222,????????? ????? ????????????? ??????. ??????? ???? ??????? ????????,"The most recognizable and beloved work, The Four Seasons, was written by the brilliant Antonio Vivaldi. The cycle of four concertos is intended for solo violin and orchestra, which convey the mood of each season by means of musical expressiveness.
There ",classical_music,Music,???????????? ??????? ??????? ??????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150335,,
220,223,"????????????? ????? ??? ?????? ? ?????, ??????? ? ??????????","The beloved cycle of romantic evenings by candlelight in a Gothic cathedral with harp, organ and saxophone continues to amaze with musical masterpieces and an indescribable atmosphere.",classical_music,Music,???????????? ??????? ??????? ??????,,??????  ???????  ????,,https://www.afisha.ru/concert/2150416,,
221,224,??????? ???????? ??????? ???? ?.????????,"On a wonderful autumn day, we invite Muscovites and guests of the city to the concert hall of the State Museum of A.S. Pushkin - one of the recognized cultural centers of Moscow, located in the heart of the Russian capital. At an exquisite concert of clas",classical_music,Music,????? ???????,,?????? - ????,,https://www.afisha.ru/concert/2150219,,
222,225,"«??????????»: ???? ? ???????? ????????, ?????? ??????? ?????????","A successful Russian conductor, violinist and teacher, artistic director and chief conductor of the National Philharmonic Orchestra of Russia and the Moscow Virtuosi State Chamber Orchestra. As a violinist, he has performed as a soloist in many orchestras",classical_music,Music,??? ??????,,19 ??????? ? 19:00,,https://www.afisha.ru/concert/2118871,,
223,226,"?????????? ?? ??????: «????? ??????», «????????????», «?????? ?????????? ????»","The idea of ??this program was suggested to Timur Khaliullin by the listeners themselves. She
has already sounded with success in different cities of Russia, and now it pleases and
metropolitan public. On the historic organ of the cathedral, one of the ",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150391,,
224,227,???????????? ????? 3 | ???? ?????????,"For the first time the new program will be presented by the chamber orchestra Imperial Orchestra Virtuozo from St. Petersburg.
An incredible combination of instruments, a bright program, which includes both world classic masterpieces and soundtracks, wil",classical_music,Music,????????,,??????? - ??????,,https://www.afisha.ru/concert/2154661,,
225,229,??????????? ??????????? ? ??????? ???????????,"Artem Vargaftik, a well-known narrator of musical stories, able to shed light on the mysteries of the lives of the greatest composers of the past, explain the inexplicable and teach to recognize the reflection of simple truths in music, presents a new pro",classical_music,Music,??? ??????,,25 ????? ? 13:00,,https://www.afisha.ru/concert/2149879,,
226,231,??????? ????????. ????????? ?????: ???? ???????,"Concert performance
In 1983, the Greek television began showing the series
'The sad melody of the dawn' ('?? ?????? ??? ?????'), dedicated to the history
the life of a rebetiko performer. They say that the streets these evenings
deserted, because rebe",classical_music,Music,????? ?????? ? ?????? ?/? ????? ??????????,,16 ????? ? 19:00,,https://www.afisha.ru/concert/2154729,,
227,233,??????? ??????: ???? ???????,Oleg Pogudin directed all his skills and academic musical education to the performance of Russian romances. At the heart of his repertoire is the figure of Vertinsky and songs that have already become folk. Pogudin performs them in a polished 'high' style,classical_music,Music,???? ?????? ?????????,,27 ?????? ? 19:00,,https://www.afisha.ru/concert/2160705,,
228,234,"??????????? ?????????. ????????, ??????? ? ?????","The program includes: music from the repertoire of the great French chansonnier singers Edith Piaf, Yves Montand, Charles Aznavour, Michel Legrand, compositions by masters of different eras - Lully, Daquin, Chabrier, Reinhardt, Cosmas


Together with t",classical_music,Music,??? ??????,,27 ??????? ? 19:00,,https://www.afisha.ru/concert/2153489,,
229,236,????? ??????. ?????????,"Moscow Symphony Orchestra 'Russian Philharmonic', chief conductor - Fabio Mastrangelo.
Conductor - Fabio Mastrangelo, Ekaterina Mechetina (piano).
 
“I think that if you give the title of Ravel's life, it will be “Love for Perfection,” said the compose",classical_music,Music,??????? ??? ?????????????,,10 ??????? ? 19:00,,https://www.afisha.ru/concert/2159377,,
230,238,????-??? ?? ???? ? ??????? Opera XXI. ??????????????? ????????????? ? ???-???????,"The legendary musical 'Notre Dame de Paris' is back in the hall of the Anglican Cathedral.
The masterpiece of Riccardo Coccante and Luc Plamondon was created based on the novel by Victor Hugo 'Notre Dame Cathedral'. The production premiered in Paris in 1",classical_music,Music,???????????? ??????? ??????? ??????,,17 ??????? ? 20:00,,https://www.afisha.ru/concert/2150515,,
231,240,«?????????? ????????????»: ???????? ??????????,See alsoAcapella Sakartvelo,classical_music,Music,??? ??????,,4 ????? ? 19:00,,https://www.afisha.ru/concert/2118289,,
232,241,??? ??????? ????. ????? VI ??????? ? ?????? II,"Collegium Musicum continues the grandiose project, in which all
Bach's cantatas are played on historical instruments in the space of the cathedral
with comments by the greatest connoisseur of sacred music Roman Nasonov.
Cantatas based on the theme of t",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,??????? - ????,,https://www.afisha.ru/concert/2150322,,
233,242,?.?????. ???????? ? ????????. ??????? Musica viva,"How should Haydn be played today? Classical or authentic? Is it possible to flexibly combine both principles? The answer can be obtained at the concert of the world-famous cellist, pianist and conductor Alexander Rudin and the Musica Viva orchestra led by",classical_music,Music,??? ??????,,23 ????? ? 19:00,,https://www.afisha.ru/concert/2149877,,
234,243,«????????????? ??????? ??????????? ? ???????????»,Luzhkov monument to classical music,classical_music,Music,??? ??????,,17 ????? ? 19:00,,https://www.afisha.ru/concert/2120969,,
235,244,«??????????. ?????? ??????? ? ????? ????????»,"Moscow Symphony Orchestra 'Russian Philharmonic'
Soloist - Philip Kopachevsky, piano
Conductor — Sergey Tararin

Chaikovsky. Symphony No. 5 in E minor, Op. 64
Piano Concerto No. 1 in B flat minor, Op. 23.",classical_music,Music,??? ??????,,29 ?????? ? 19:00,,https://www.afisha.ru/concert/2111148,,
236,245,"«??????????»: ???? ? ???????? ????????, ????? ??????",See alsoNPR,classical_music,Music,??? ??????,,26 ?????? ? 19:00,,https://www.afisha.ru/concert/2116808,,
237,246,Concord orchestra. ?????????? ??? ??????????? ??? ??????? ???????,Strauss's music is so beautiful and harmonious that you want to listen to it again and again. The New Year's show 'Johann Strauss' SNOW-WHITE BALL' will help you to make sure of this. This is an amazing event filled with luxurious music of the waltz king ,classical_music,Music,????????,,24 ? 23 ???????,,https://www.afisha.ru/concert/2132619,,
238,248,??????? ???? ????? ? ???????. ??????? ?????,"Two popular genres of vocal music will merge in one concert. You will hear world operatic masterpieces and legendary Broadway hits.
The music of the greatest composers accompanied by the organ and the incomparable acoustics of our hall will allow you to ",classical_music,Music,???????????? ??????? ??????? ??????,,26 ??????? ? 19:00,,https://www.afisha.ru/concert/2150430,,
239,250,????????. ??????? ????,"Vivaldi. The Seasons The world-famous works by Vivaldi, Tchaikovsky, Mozart, Brahms and other great composers will be performed by the Olympic Orchestra in the darkness of the concert hall, where live and colorful pictures on the water will be projected a",classical_music,Music,??? ????,,?????? - ??????,,https://www.afisha.ru/concert/2150577,,
240,252,??? ????????. HighTime Orchestra. ??????? ? ?????????,"Full immersion in the fabulous atmosphere of the worlds of the famous Japanese director-animator Hayao Miyazaki!
 
'Howl's Moving Castle', 'Nausicaä from the Valley of the Wind', 'Spirited Away', 'My Neighbor Totoro' - you will hear magical music from t",classical_music,Music,???????? ?14 «???????????»,,11 ??????? ? 12 ?????,,https://www.afisha.ru/concert/2149764,,
241,253,??????. ???????. ?????? ???????!,"Only at concerts of Collegium Musicum in Moscow you can hear
the greatest masterpiece of Mozart under the vaults of the cathedral, performed by magnificent
soloists, choir and symphony orchestra. One of the most loved and
frequently performed pieces of",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,29 ?????? ? 25 ?????,,https://www.afisha.ru/concert/2150401,,
242,254,«??????? ????? ?????????»,"Ennio Morricone is a recognized classic of world cinema, he has worked with many outstanding directors - from Sergio Leone and Pier Paolo Pasolini to Quentin Tarantino. His most famous work is, of course, the main theme of the Once Upon a Time in America ",classical_music,Music,??? ??????,,2 ??????? ? 19:00,,https://www.afisha.ru/concert/2034624,,
243,255,????????? ????? ????????????? ??????. ??????? ???? ??????? ????????,"The most recognizable and beloved work, The Four Seasons, was written by the brilliant Antonio Vivaldi. The cycle of four concertos is intended for solo violin and orchestra, which convey the mood of each season by means of musical expressiveness.
There ",classical_music,Music,???????????? ??????? ??????? ??????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150335,,
244,256,"????????????? ????? ??? ?????? ? ?????, ??????? ? ??????????","The beloved cycle of romantic evenings by candlelight in a Gothic cathedral with harp, organ and saxophone continues to amaze with musical masterpieces and an indescribable atmosphere.",classical_music,Music,???????????? ??????? ??????? ??????,,??????  ???????  ????,,https://www.afisha.ru/concert/2150416,,
245,257,??????? ???????? ??????? ???? ?.????????,"On a wonderful autumn day, we invite Muscovites and guests of the city to the concert hall of the State Museum of A.S. Pushkin - one of the recognized cultural centers of Moscow, located in the heart of the Russian capital. At an exquisite concert of clas",classical_music,Music,????? ???????,,?????? - ????,,https://www.afisha.ru/concert/2150219,,
246,258,"«??????????»: ???? ? ???????? ????????, ?????? ??????? ?????????","A successful Russian conductor, violinist and teacher, artistic director and chief conductor of the National Philharmonic Orchestra of Russia and the Moscow Virtuosi State Chamber Orchestra. As a violinist, he has performed as a soloist in many orchestras",classical_music,Music,??? ??????,,19 ??????? ? 19:00,,https://www.afisha.ru/concert/2118871,,
247,259,"?????????? ?? ??????: «????? ??????», «????????????», «?????? ?????????? ????»","The idea of ??this program was suggested to Timur Khaliullin by the listeners themselves. She
has already sounded with success in different cities of Russia, and now it pleases and
metropolitan public. On the historic organ of the cathedral, one of the ",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150391,,
248,260,???????????? ????? 3 | ???? ?????????,"For the first time the new program will be presented by the chamber orchestra Imperial Orchestra Virtuozo from St. Petersburg.
An incredible combination of instruments, a bright program, which includes both world classic masterpieces and soundtracks, wil",classical_music,Music,????????,,??????? - ??????,,https://www.afisha.ru/concert/2154661,,
249,261,??????????? ??????????? ? ??????? ???????????,"Artem Vargaftik, a well-known narrator of musical stories, able to shed light on the mysteries of the lives of the greatest composers of the past, explain the inexplicable and teach to recognize the reflection of simple truths in music, presents a new pro",classical_music,Music,??? ??????,,25 ????? ? 13:00,,https://www.afisha.ru/concert/2149879,,
250,262,??????? ????????. ????????? ?????: ???? ???????,"Concert performance
In 1983, the Greek television began showing the series
'The sad melody of the dawn' ('?? ?????? ??? ?????'), dedicated to the history
the life of a rebetiko performer. They say that the streets these evenings
deserted, because rebe",classical_music,Music,????? ?????? ? ?????? ?/? ????? ??????????,,16 ????? ? 19:00,,https://www.afisha.ru/concert/2154729,,
251,263,??????? ??????: ???? ???????,Oleg Pogudin directed all his skills and academic musical education to the performance of Russian romances. At the heart of his repertoire is the figure of Vertinsky and songs that have already become folk. Pogudin performs them in a polished 'high' style,classical_music,Music,???? ?????? ?????????,,27 ?????? ? 19:00,,https://www.afisha.ru/concert/2160705,,
252,264,"??????????? ?????????. ????????, ??????? ? ?????","The program includes: music from the repertoire of the great French chansonnier singers Edith Piaf, Yves Montand, Charles Aznavour, Michel Legrand, compositions by masters of different eras - Lully, Daquin, Chabrier, Reinhardt, Cosmas


Together with t",classical_music,Music,??? ??????,,27 ??????? ? 19:00,,https://www.afisha.ru/concert/2153489,,
253,265,????? ??????. ?????????,"Moscow Symphony Orchestra 'Russian Philharmonic', chief conductor - Fabio Mastrangelo.
Conductor - Fabio Mastrangelo, Ekaterina Mechetina (piano).
 
“I think that if you give the title of Ravel's life, it will be “Love for Perfection,” said the compose",classical_music,Music,??????? ??? ?????????????,,10 ??????? ? 19:00,,https://www.afisha.ru/concert/2159377,,
254,266,????-??? ?? ???? ? ??????? Opera XXI. ??????????????? ????????????? ? ???-???????,"The legendary musical 'Notre Dame de Paris' is back in the hall of the Anglican Cathedral.
The masterpiece of Riccardo Coccante and Luc Plamondon was created based on the novel by Victor Hugo 'Notre Dame Cathedral'. The production premiered in Paris in 1",classical_music,Music,???????????? ??????? ??????? ??????,,17 ??????? ? 20:00,,https://www.afisha.ru/concert/2150515,,
255,267,«?????????? ????????????»: ???????? ??????????,See alsoAcapella Sakartvelo,classical_music,Music,??? ??????,,4 ????? ? 19:00,,https://www.afisha.ru/concert/2118289,,
256,268,?.?????. ???????? ? ????????. ??????? Musica viva,"How should Haydn be played today? Classical or authentic? Is it possible to flexibly combine both principles? The answer can be obtained at the concert of the world-famous cellist, pianist and conductor Alexander Rudin and the Musica Viva orchestra led by",classical_music,Music,??? ??????,,23 ????? ? 19:00,,https://www.afisha.ru/concert/2149877,,
257,269,«??????????. ?????? ??????? ? ????? ????????»,"Moscow Symphony Orchestra 'Russian Philharmonic'
Soloist - Philip Kopachevsky, piano
Conductor — Sergey Tararin

Chaikovsky. Symphony No. 5 in E minor, Op. 64
Piano Concerto No. 1 in B flat minor, Op. 23.",classical_music,Music,??? ??????,,29 ?????? ? 19:00,,https://www.afisha.ru/concert/2111148,,
258,270,«????????????? ??????? ??????????? ? ???????????»,Luzhkov monument to classical music,classical_music,Music,??? ??????,,17 ????? ? 19:00,,https://www.afisha.ru/concert/2120969,,
259,271,"«??????????»: ???? ? ???????? ????????, ????? ??????",See alsoNPR,classical_music,Music,??? ??????,,26 ?????? ? 19:00,,https://www.afisha.ru/concert/2116808,,
260,272,Concord orchestra. ?????????? ??? ??????????? ??? ??????? ???????,Strauss's music is so beautiful and harmonious that you want to listen to it again and again. The New Year's show 'Johann Strauss' SNOW-WHITE BALL' will help you to make sure of this. This is an amazing event filled with luxurious music of the waltz king ,classical_music,Music,????????,,24 ? 23 ???????,,https://www.afisha.ru/concert/2132619,,
261,273,??????? ???? ????? ? ???????. ??????? ?????,"Two popular genres of vocal music will merge in one concert. You will hear world operatic masterpieces and legendary Broadway hits.
The music of the greatest composers accompanied by the organ and the incomparable acoustics of our hall will allow you to ",classical_music,Music,???????????? ??????? ??????? ??????,,26 ??????? ? 19:00,,https://www.afisha.ru/concert/2150430,,
